"June 13, 2007",?,"Selenge province, Mongolia",Mongolian Defense Ministry,?,?,Mi-8,?,?,22,15,0,"While en route to a forest fire, the helicopter crashed into dense forest on a mountain at an altitude of 6,100 feet.",50.0059273,106.4434108
"June 14, 1917",c 08:45,"Off Vlieland Island, North Sea",Military - German Navy,?,?,Zeppelin L-43 (airship),?,?,24,24,0,Shot down by British aircraft.,56.511018,3.515625
"June 14, 1928",?,"Frankfurt, Germany",Deutsche Lufthansa,?,?,AEGK,D-74,439,5,5,0,"The ""Viper"" crashed for unknown reasons.",50.1109221,8.6821267
"June 14, 1929",?,"Barcelona, Spain",Aeropostale,?,Janeiro - Buenos Aires,Breguet 14,F-AFEJ,217,2,1,0,"Took off, lost power and altitude and crashed into a telegraph tower.",41.3850639,2.1734035
"June 14, 1940",14:00,"Off Prangli Island, Gulf of Finland, Estonia",Aero O-Y,?,"Tallinn, Estonia - Helsinki, Finland",Junkers JU-52/3mge,OH-ALL,5494,9,9,0,The plane was en route when it was shot down by two Soviet Tupolev SB-2 bombers. The aircraft  crashed 2-3 nm offshore of Prangli Island near Keri Lighthouse. The aircraft was named Kaleva.,59.9124514,26.2623373
"June 14, 1943",?,"Near Mackay, OLD, Australia",Military - U.S. Army Air Forces,?,?,B-17C Flying Fortress,?,?,41,40,0,"The aircraft took off into ground fog and leveled off at an altitude of about 300 feet. In a matter of minutes the plane had caught fire in the air, and as it dived into the trees one of its wings came away leaving a great opening in the fuselage through which most of the passengers were emptied into the bush before the final impact.",-21.1446586,149.1682653
"June 14, 1950",21:55,Off Bahrain,Air France,?,Saigon - Paris,Douglas DC-4-1009,F-BBDM,42990,53,40,0,"The aircraft crashed into the Persian Gulf while on approach on a flight from Saigon to Paris. Improper approach. Crew error. An alternate probable cause may been windshear. It was not know at the time that windshear conditions existed at temperature inversion levels for several days after Shamal dust storms. The aircraft may have run out of adequate forward speed at an altitude of 400 feet after descending through a headwind level into a tailwind level when committed to land.  With surface winds relatively calm and in 2,000 meters of sand haze, the winds at 400 ft. may have been in excess of 80 knots.",26.0667,50.5577
"June 14, 1952",?,English Channel,Morton Air,?,?,de Havilland Consul,?,?,?,6,?,Ditched into the English Channel,50.134664,-0.357056
"June 14, 1953",?,"Near  Zugdidi, Georgia",Aeroflot,229,Krasnodar - Tbilisi,Ilyushin IL-2,L1375,?,18,18,0,Crashed after being struck by lightning. Poor planning by the crew in entering an area of deteriorating weather conditions.,42.5091391,41.866992
"June 14, 1957",23:10,"Near Moscow, Russia",LOT Polish Airlines,232,Warsaw - Moscow,Ilyushin P-14,SP-LNF,6341407,13,9,0,The aircraft descended below safe altitude and struck the ground in rain and poor visibility. The crew's application of an approach procedure other than that prescribed by the airport authority.,55.755826,37.6173
"June 14, 1960",04:47,"Mt. Gilbert, Alaska",Pacific Northern Airlines,201,Cordova - Anchorage,Lockheed 749A-79-32 Constellation,N1554V,2555,14,14,0,"The aircraft failed to maintain its intended flight path and  crashed into the face of Mt. Gilbert at 9,646 ft. after taking off from Cordova. The crew's failure to use all available  navigational aids in establishing the aircraft's position on Amber I Airway thereby allowing the aircraft  to proceed off course over dangerous terrain. A contributing factor to the  accident was the failure of air defense radar, which had been tracking the aircraft, to notify either  ARTCC or the crew that the aircraft was proceeding on a dangerous course.",61.1725,-148.2683333
"June 14, 1972",c 20:20,"Near New Delhi, India",Japan Air Lines,471,Bangkok - Delhi,McDonnell Douglas DC-8-53,JA8012,45860/213,87,82,4,The aircraft crashed short of the runway. Indian officials claimed the crash was caused by a disregard for prescribed procedures in abandoning all instrument references before making visual contact with the runway. Japanese investigators claimed a false glide path signal was responsible for the descent into terrain.,28.6139391,77.2090212
"June 14, 1981",16:22,"Ust-Barguzin, Russia",Aeroflot,498,Ulan - Severomuysk,Ilyushin Il-14,CCCP-41838,147001141,48,48,0,The crew informed ATC they could see the field but crashed 30 km from the airport.,53.4161426,109.0338836
"June 14, 1985",?,"Athens, Greece",Trans World Airlines,847,Athens - Rome,Boeing B-727-231,N64339,20844/1065,153,1,0,The aircraft was hijacked while en route from Athens to Rome over Italian airspace. U.S. Navy diver Robert Stethem was murdered aboard.,37.9838096,23.7275388
"June 14, 1995",?,"Volgograd, Russia",Volga Air,?,Poliny Osipenko - Nikolayevsk-on-Amur,Antonov 2R,CCCP-68142,1G195-47,12,12,0,Crashed in poor weather condtions.,48.708048,44.5133034
"June 14, 2000",09:50,"Liverpool, England",ANT Air Taxi,-,Ronaldsway - Liverpool,Piper PA-31-350 Navajo,G-BMBC,31-7652172,5,5,0,"Engaged in an air ambulance operation, the plane crashed into the sea, in the estuary of the River Mersey, 0.8  nm from Liverpool Airport while on approach to land.  The pilot lost control of the aircraft at a late stage of the approach due either to disorientation, distraction, incapacitation, or a combination of these conditions.",53.4083714,-2.9915726
"June 14, 2010",17:30,"Near Felipe Carrillo Puerto, Mexico",Servicios Aereos Milenio,?,Felipe Carrillo Puerto - Chetumal,Cessna 208B Grand Caravan,XA-TWK,208B-0992,8,8,0,"The aircraft, carrying 6 security team members of candidate for governor, Roberto Borge, crashed into the jungle shortly after taking off from Felipe Carrillo Puerto airfield.",19.5803342,-88.0440957
"June 14, 2014",0050,"Lugansk, Ukraine",Military - Ukraine Air Force,?,?,Ilyushin 76MD,76777,0083482490,49,49,0,The military transport crashed in a wheat field  near Lugansk Airport after being shot down by anti-aircraft fire.,48.574041,39.307815
"June 15, 1945",?,China,China National Aviation Corporation,?,?,Douglas C-47,81,?,3,3,0,"The aircraft crashed into a mountain in the Carstenz Range at an altitude of 14,200 ft. The wreckage was discovered in December 1970.",35.86166,104.195397
"June 15, 1951",?,"Medellin, Colombia",Sociedad Aeronautica Medellin,?,?,Douglas C-47A,HK-504,10062,3,3,0,Cargo plane.,6.253040800000001,-75.5645737
"June 15, 1953",?,"Near Reo Copiapo, Chile",LAN,?,?,Lockheed 18 Loadstar,CC-CLD-0100,2617,7,7,0,Crashed. Engine fire.,-27.3512853,-70.3535825
"June 15, 1953",?,"San Ramon Mtns., Costa Rica",LACSA,?,Palmar Sur - San Isidoro,Douglas DC-3,TI-1002,14633/26078,17,9,0,Crashed into the San Ramone mountains while attempting to land in poor weather.,37.7799273,-121.9780153
"June 15, 1965",09:50,"Near Colombus, Georgia",Military - U.S. Army / Military - U.S. Army,?,?,Bell UH-1D / Bell UH1D (helicopters),63-8760/63-8840,?,18,18,0,"Two helicopters flying in formation, crashed in mid-air at Benning military base. Ten aboard 8760 and 8 aboard 8840 killed.",32.4609764,-84.9877094
"June 15, 1967",05:00,"Near Coari, Brazil",Military - Brazilian Air Force,?,Belem - Cachimbo,Douglas C-47,C-47-268,?,25,20,0,The pilot became lost and ran out of fuel crashing into a swamp. Wreckage was found in the jungle 10 days later.,-4.0944897,-63.1446104
"June 15, 1972",c 14:00,"Near Pleiku, South Vietnam",Cathay Pacific Airways,700Z,Bangkok - Hong Kong,Convair CV-880-22M-21,VR-HFZ,22-7-1-53,81,81,0,"The plane crashed while en route from Singapore to Hong Kong. Detonation of an explosive device in the passenger cabin in a suitcase under a seat. A Thai police lieutenant, accused of planting the bomb, was acquitted due to lack of sufficient evidence.",13.9718356,108.0150796
"June 15, 1980",11:06,"Lihue, Hawaii",Aero Pac Lease - Air Taxi,?,"Honolulu, HI - Lihue, HI",Piper PA-34-200T,N2564Q,34-7770192,2,2,0,Missed approach and crashed in fog and rain.  ATC failure to track flight to termination of radar service and advise of impending danger.,21.9811111,-159.3711111
"June 15, 2001",14:30,"Jayapura, Indonesia",Manunggal Air,?,Jayapura - Wamena,Transall C-160NG,PK-VTP,233,19,1,0,"The aircraft returned to Sentani Airport after experiencing engine trouble, skidded off the runway and struck a fence.",-2.5916025,140.6689995
"June 15, 2003",09:35,"Volcano, Hawaii",Paradise Tour Helicopters,?,Sightseeing,McDonnell Douglas 369D,N4493M,570137D,4,4,0,"The helicopter impacted a lava field on the Pulama Pali in the Volcanoes National Park, Volcano, Hawaii.  A loss of engine power due to the fatigue fracture and separation of the compressor coupling adapter. The fatigue fracture was initiated by fretting on the pilot diameter due to both the inadequate design of the coupling and the coaxial misalignment of the spur adapter gear, compressor-coupling adapter, and compressor impeller during recent engine maintenance where the gearbox was removed and replaced. A factor in the accident was the unsuitable nature of the terrain to make an emergency landing.",19.4424663,-155.2328714
"June 16, 1936",c 07:00,"Mt. Lihesten, Norway",Den Norske Luftfartskole,?,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,4077,7,7,0,Crashed into the side of a mountain in fog.,61.1749982,5.2144952
"June 16, 1943",?,"Khartoum, Sudan",British Overseas Airways,?,?,Lockheed Hudson VI,FK-459,?,17,17,0,?,15.5006544,32.5598994
"June 16, 1953",?,"Mount Phou-Lassy, French Indo-China",Aigle Azur,?,Vientiane - Saigon,Douglas DC-3,F-BEST,19100,34,34,0,Crashed after on-board fire.  Possibly shot down.,?,?
"June 16, 1955",01:15,"Near Asuncion, Paraguay",Panair do Brasil,?,Sao Paulo - Asuncion,Lockheed 049-46-21 Constellation,PP-PDJ,2032,24,16,0,Crashed on final approach. Pilot fatigue. The pilot did not follow the recommended procedure for instrument final approach and he descended below the height prescribed in the final approach chart.,-25.2637399,-57.57592599999999
"June 16, 1958",?,"Curitiba, Brazil",Cruzeiro,?,Florianopolis - Curitiba,Convair CV-440-59,PP-CEP,493,26,21,0,Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear.,-25.4289541,-49.267137
"June 16, 1963",?,"Bekkessamson, Hungary",Tarom,?,Munchen - Constanta,VEB 14P,YR-ILL,14803072,31,31,0,Crashed between Totkomlos Bekessamson while en route.,47.162494,19.503304
"June 16, 1963",?,"Near Aysen, Chile",Military - Chilean Air Force,?,?,Douglas C-47A,FAC-953,19461,20,19,0,?,-45.0070278,-72.5102888
"June 16, 1966",08:48,"Near Columbia City, Indiana",Zantop Air Transport,?,"Detroit, MI - Kansas City, MO",Curtiss C-46A,N10415,?,3,3,0,Collided with a Piper PA-23. Failure of both crews to maintain adequate lookout. One aboard the Piper killed.,41.15726859999999,-85.4883127
"June 16, 1983",?,"Kauai, Hawaii",Military - U.S. Navy,?,?,Lockheed P-3B Orion,152720,185-5160,14,14,0,Crashed into a mountain,21.9661076,-159.5737912
"June 16, 1993",?,"Nabire, Indonesia",Merpati Nasantara Airlines,?,?,de Havilland Canada DHC-6 Twin Otter 300,PK-NUL,391,3,1,0,"The cargo aboard shifted after takeoff, the plane nosed up, stalled and crashed.",-3.3722254,135.5016253
"June 16, 1995",14:15,"Herputchi, Russia",Aeroflot,?,Poliny - Nikolayevsk-on-Amur,Antonov AN-2,RA-07743,1G259-18,14,13,0,Flying VOR the plane ran into poor weather and the pilot decided to return however crashed into trees while attempting to land.,61.52401,105.318756
"June 16, 2007",?,"Vungano Hills, Malawi",Nyika Safaris,?,Lilongwe to Rumchi,Cessna 206,?,?,6,6,0,The sightseeing plane crashed in fog and poor weather while en route. Wreckage was found in a ravine by villagers. Five British tourists along with the pilot killed.,-13.254308,34.301525
"June 17, 1917",?,"Near Yarmouth, England",?,?,?,Zepplin LZ-95 (air ship),L-48,?,16,14,0,Shot down by aircraft.,52.598233,1.728047
"June 17, 1929",c 11:30,"Off Dungeness, England",Imperial Airways,?,London - Paris,Handley Page W-10,G-EBMT,W10/4,13,7,0,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed due to the failure of a connecting rod on a cylinder.. The pilot tried to return to the airport but the plane ditched into the English Channel. The plane was named ""City of Ottawa.""",50.919325,0.9652799999999999
"June 17, 1948",12:41,"Mount Carmel, Pennsylvania",United Air Lines,624,Chicago - New York City,Douglas DC-6,NC37506,42871/12,43,43,0,"The plane crashed after an in-flight fire in cargo hold. The crew discharged carbon dioxide extinguishers into the cargo hold in response to the fire warning. When the plane's nose was lowered for an emergency descent, the carbon dioxide, being heavier than air, accumulated in the cockpit and asphyxiated the crew.  The aircraft crashed through high voltage lines and exploded on a hillside. After the crashes of 10/24/47 and 11/11/47, were a design flaw allowed vented fuel to enter the intake for the cabin heating system, the CAA also ordered carbon dioxide extinguishers installed. Earl Carroll,  U.S. theatrical impresario killed. Douglas aircraft company knew of the carbon dioxide danger after two of its test pilots were almost overcome during test flights. They suppressed reports to the CAA which resulted in only a warning being added to the flight manual. The aircraft was named Mainliner Utah.",40.7970312,-76.41189609999999
"June 17, 1948",?,"Over the Pearl River, China",Cathy Pacific,?,Macau - Hong Kong,PBY Catalina,?,?,26,25,0,"A Catalina seaplane was hijacked by a group attempting to rob the passengers; following a struggle in the cockpit, the plane crashed killing all on board except one passenger who was later identified as the lead hijacker. This is the earliest known airliner hijacking.",35.86166,104.195397
"June 17, 1953",?,"Sao Paulo, Brazil",Panair do Brasil,?,London - Bueno Aires,Lockheed 049-46-21 Constellation,PP-PDA,2066,17,17,0,Crashed while on final approach to Sao Paulo. Error of judgement by the crew during poor visibility at night.,-23.5505199,-46.63330939999999
"June 17, 1961",22:23,"Near Kano, Nigeria",Continentale Deutsche Luftreederei,?,Tripoli - Kano,Douglas C-54B-1-DC,D-ABEB,10530,7,1,0,"Error in judgement on the part of the captain, who, after sighting the runway lights, concentrated on keeping them in sight and failed to make adequate reference to his flight instruments. As a result, he allowed the aircraft to descend below the obstacle clearance limit of 360ft.  In the darkness, with no ground reference, the runway lights gave him insufficient guidance as to his height and angle of approach and he was unaware that the aircraft had descended to ground level. The fatigue of the captain and the failure to illuminate the aircraft's landing lights were conributing factors.",12.0021794,8.591956099999999
"June 17, 1967",19:30,"An Khe, South Vietnam",Military - U.S. Air Force,?,An Khe - Tan Son Nhut,Lockheed C-130B,60-0293,3591,56,35,0,The plane crashed after an aborted takeoff caused the plane to break apart and catch fire.,14.0279256,108.6888227
"June 17, 1971",14:30,"Near Arica, Chile",SAVCO,?,Santa Cruz - Arica,Douglas DC-6,CP-926,43043/83,6,6,0,"The aircraft struck Putre Mountain at an altitude of 18,000 feet.  Improper flight planning for IMC weather.",-18.4782534,-70.3125988
"June 17, 1975",?,"Pedro Alfonso, Brazil",Varig,?,?,Hawker Siddeley HS-748-235 Srs. 2A,PP-VDN,1625,15,1,3,"The aircraft landed with excessive speed and touched down on the last 300 meters of the runway, overran the runway, crossed a street and crashed into a house.",-22.115971,-45.0623779
"June 17, 1979",22:48,"Hyannis, Massachusetts",Air New England,248,"New York, NY - Hyannis, MA",de Havilland Canada DHC-6 Twin Otter 300,N383EX,245,10,1,0,"The plane crashed in a heavily wooded area about 1.5 miles northeast of Barnstable Municipal Airport while on an ILS approach. The failure of the flightcrew to recognize and react in a timely manner to the gross deviation from acceptable approach parameters, resulting in a continuation of the descent well below the decision height during a precision approach without visual contact with the runway environment. Pilot fatigue.",41.6524911,-70.2881124
"June 17, 1981",?,"Miraflores, Colombia",Taxi Aéreo el Venado,?,?,Douglas DC-3,HK-1078,9884,12,2,0,With one engine out and attempting an emergency landing the aircraft had to go-around because of a plane on the runway. While attempting a second landing from the opposite direction the aircraft ditched into a lake.,5.196395,-73.143061
"June 17, 1986",?,"Howard AFB, Panama",Military - U.S. Air Force,?,?,Boeing KC-135A,63-7983,18600/639,4,4,0,Crashed while attempting to landing.,8.9148047,-79.5959312
"June 17, 1989",08:28,"Berlin, Germany",Interflug,?,Berlin - Moscow,Ilyushin IL-62MK,DDR-SEW,2850324,113,20,1,"The pilot aborted the takeoff at liftoff after it was discovered the rudder and elevator were jammed. When the command was given to apply reverse thrust  the flight engineer switched off the engines by mistake. The aircraft overran runway, collided with obstacles and caught fire. Jammed rudder and elevator.",52.52000659999999,13.404954
"June 17, 1993",22:15,"Near Tbilisi, Georgia",Tajikistan Airlines,?,Batumi - Baku - Chimkent,Antonov AN-26,RA-26035,SU035,41,41,0,The crew reported they were diverting due to thunderstorms. Soon after the aircraft crashed after encountering severe turbulence.,41.7151377,44.827096
"June 17, 1995",?,"Near Cuvela, Angola",Military - Angolan Air Force,?,Ondjiva - Catumbela,CASA 212-200 Aviocar,T401,A53-2-326,48,48,0,"The aircraft, carrying members of a local soccer club crashed 10 miles short of it's destination. Adverse weather conditions and overloaded.",-15.6658386,15.802612
"June 17, 1999",08:52,"Goroka, Papua New Guinea",Airlink,?,Nadzab - Goroka,Embraer 110P2 Bandeirante,P2-ALX,110210,17,17,0,"The aircraft was 19 miles or six minutes out of Goroka when it crashed into a hillside. At the time of the crash, the pilot was in routine communication with Goroka and gave no indications of any problems.",-6.083477299999999,145.3862638
"June 18, 1941",?,"Bucharest, Romania",LARES,?,"Bucharest , Romania- Sofia, Bulgaria",Douglas DC-3,YR-PIF,1985,15,15,0,Crashed during takeoff.,44.4267674,26.1025384
"June 18, 1944",?,"Kweilin, China",China National Aviation Corporation,?,"Kunming - Chungking,",Douglas C-47,71,?,4,2,0,"Diverted to Kweilin after Chunking was below minimums. After holding over Kweilin for 3 hours, the aircraft ran out of gas, hit mountain and was demolished.",25.234479,110.179954
"June 18, 1953",16:34,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,?,Tachikawa AB - Kimpo AB,Douglas C-124A Globemaster II,51-137A,43471,129,129,0,Crashed shortly after taking off from Tachikawa Air Base. Engine failure during takeoff. A premature application of full flaps during the three engine approach resultied in loss of air speed and aircraft control. The plane crashed into a field of watermelons. First aviation disaster to claim more than 100 lives.,35.7090259,139.7319925
"June 18, 1955",?,"Leon, Mexico",Tigres Voladores,?,?,Curtiss C-46,XA-LID,?,39,18,0,Lost an engine on takeoff and crashed into trees and caught fire.,21.1250077,-101.6859605
"June 18, 1957",?,"Bodensee, Switzerland",Swissair,?,Training,Douglas C-47B,HB-IRK,20737,9,9,0,"The stalling of the aircraft following a loss of airspeed, whereupon it unintentionally went into a spin. In view of insufficient altitude, it was not possible to level off the aircraft.",47.6363377,9.3892445
"June 18, 1968",16:50,"San Sebastian, Spain",Rinaldo Piaggio,?,?,Piaggio PD-808,I-PIAI,503,6,6,0,The aircraft flew into the side of Mt. Jaiskibel after turned in the wrong direction.,43.318334,-1.9812313
"June 18, 1972",01:50,"Smiley, Texas",Air Central,?,"Harlingen, TX - Austin, TX",Cessna 182N,N9077N,?,5,5,0,Mentally distrubed passenger in rear seat shot pilot twice.,29.2677433,-97.6358283
"June 18, 1972",16:11,"London Heathrow,  Staines, Surrey, England",British European Airways,548,London - Brussels,Hawker Siddeley Trident 1C,G-ARPI,2109,118,118,0,The plane crashed into a field shortly after taking off from Heathrow Airport. The airplane stalled after the wing's leading edge devices were retracted prematurely after takeoff.  Failure of the captain to maintain adequate speed after noise abatement procedures. Premature retraction of the slats. Incapacitation of the captain due to a possible arterial hemorrhage.,51.4802475,-0.4245368
"June 18, 1972",23:55,"Huê, Vietnam",Military - U.S. Air Force,?,?,Lockheed AC-130A Hercules,55-0043,3070,15,12,0,Struck by a surface-to-air missile while landing.,16.4498,107.5623501
"June 18, 1986",09:33,"Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,6 / 2,Grand Canyon - Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,N76GC/N6TC,248 /,25,25,0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.,36.0544445,-112.1401108
"June 18, 1987",c 10:00,"Near Montelillo, Peru",Military - Peruvian Air Force,?,Lima - Saposa,Antonov AN-26,FAP-392,5805,46,46,0,Crashed into a gorge near the Jerache River  while en route on a domestic flight in adverse weather conditions.,-8.369580899999999,-74.5684112
"June 18, 1988",?,Central Mozambique,Military - Mozambique Air Force,?,?,Mil Mi-8 (helicopter),?,?,25,21,0,?,-25.9238441,32.5843295
"June 18, 1989",13:20,"Zabol, Iran",Ariana Afghan Airlines,?,Kabul - Zaranj,Antonov AN-26,YA-BAK,14104,39,6,0,A ramp door opened in flight causing loss of control of the aircraft. The plane crashed into a hill.,31.0323677,61.4902483
"June 18, 1994",06:25,"Chantilly, Virginia",TAESA,?,Mexico City - Washington D.C.,Learjet 25D,XA-BBA,25D223,12,12,0,The aircraft crashed in poor weather conditions 0.8 nm south of the threshold of runway 1R at Dulles International Airport while attempting a ILS landing. Poor airmanship and relative inexperience of the captain in initiating and continuing an unstabilized instrument approach that led to a descent below the authorized altitude without visual contact with the runway environment. Contributing to the cause of the accident was the lack of a GPWS on the airplane.,38.8942786,-77.43109919999999
"June 18, 1994",12:20,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,?,Balikpapan - Palu,Fokker F-27 Friendship 500F,PK-MFI,10597,12,12,0,"The aircraft struck Mt. Kalora at 2,300 feet while on a visual approach to Palu. The accident happened in generally good weather but with reduced visibility in clouds and haze at the mountain.",-0.9082431000000001,119.8655045
"June 18, 1998",07:28,"Montreal, Canada",Propair,420,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,C-GQAL,TC-233,11,11,0,"Flight 420 took off from Montreal's Dorval Airport on a flight to Peterborough  About 12 minutes after take off, at an altitude of 12,500 feet, the crew advised ATC that they had a hydraulic problem and requested clearance to return to Dorval. The crew then advised ATC that the left engine had been shut down because it was on fire. The crew decided to proceed to Mirabel International Airport. Then crew then advised ATC that the engine fire was out. On final for Runway 24, the crew advised ATC that the left engine was again on fire. The landing gear was extended on short final, and when the aircraft was over the runway, the left wing broke upwards. The fuselage inverted, struck the runway and slid 2,500 feet and came to rest on the left side of the runway.  PC: The crew did not realize that the pull to the left and the extended take-off run were due to the left brakes' dragging, which led to overheating of the brake components. The dragging caused overheating and leakage, probably at one of the piston seals that retain the brake hydraulic fluid. When hydraulic fluid leaked onto the hot brake components, the fluid caught fire and initiated an intense fire in the left nacelle, leading to failure of the main hydraulic system. When the L WING OVHT light went out, the overheating problem appeared corrected; however, the fire continued to burn. The crew never realized that all of the problems were associated with a fire in the wheel well, and they did not realize how serious the situation was. The left wing was weakened by the wing/engine fire and failed, rendering the aircraft uncontrollable.",45.5016889,-73.567256
"June 18, 2008",10:03,"Hyannis, Massachusetts",Wiggins Airways,?,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,N656WA,47,1,1,0,"The cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first. The pilot's failure to remove the flight control lock prior to takeoff. Contributing to the accident was the FAA's failure to issue an airworthiness directive making the manufacturer's previously issued flight control lock service bulletins mandatory.",41.6524911,-70.2881124
"June 19, 1938",?,"Mount  Mercedario, Chile",Pan American Grace Airways,?,?,Douglas DC-2,NC14272,?,4,4,0,"An hour after leaving Santiago, radio contact with the flight was lost, as it had crashed in the high Andes.  It was not found until February 1941, by indians, who plundered the aircraft and the dead passengers looking for valuables.",-31.9791666,-70.1125
"June 19, 1947",23:40,"Al Mayadin, Syria",Pan American World Airways,121,Karachi - Istanbul,Lockheed 049-46-21 Constellation,NC88845,2045,36,14,0,"While on a flight originating in New York and making its inaugural westbound flight of round-the-world service, the aircraft's No. 1 engine failed half-way on a leg from Karachi to Istanbul. Due to closed airports and inadequate repair facilities, the pilot chose to continue to its destination. Several hours later, the remaining engines overheated and the No.2 engine caught fire causing the plane to crash. Gene Roddenberry (creator of Star Trek) was a deadheading Pan Am pilot aboard, who helped rescue many of the passengers.  The crash was blamed on Pan Am's failure to replace the No. 2 engine which had experienced several problems earlier.  A fire which resulted from an attempt to feather the No. 2 propeller after the failure of the No. 2 engine thrust bearing. The aircraft was named Clipper Eclipse.",35.0160783,40.44654
"June 19, 1954",?,"Off Folkestone, England",Swissair,?,Geneva - London,Convair CV-240-4,HB-IRW,61,9,3,0,The plane ditched into the Atlantic Ocean after running out of fuel. Three non-swimming passengers drowned due to lack of lifesaving equipment aboard. Negligence of the crew in not monitoring the fuel situation as the flight progressed.,51.0887953,1.1800845
"June 19, 1964",22:00,"Southhampton, Massachusetts",Private - Air Taxi,?,"Washington D.C. - Southhampton, MA",Aero Commander 680,N344S,?,5,2,0,"The plane undershot the runway and crashed while attempting to land IFR at Barnes Airport in low ceiling and fog. Improper IFR operation. Senator Edward ""Ted"" Kennedy critically injured. Kennedy's aid Edward Moss and the pilot killed.",42.2292572,-72.7300929
"June 19, 1984",02:55,"Island Beach, New Jersey",Air Taxi - Raco Helicopters Corp.,?,?,Aerospeciale AS-350D,N5784M,?,3,3,0,"The on-demand air taxi flight departed for garden city with one passenger. The reported weather at the approximate time of the accident indicated low clouds, thunderstorm activity including rain and lighting. One witness stated that he observed the helicopter flying at an altitude of approximately 60 to 80 feet above the water. The helicopter wreckage was found the next day on the beach. Continued VFR flight into IMC. Improper altitude.",39.8285683,-74.0920071
"June 19, 1987",11:22,"Berdiansk, USSR",Aeroflot,H-528,Odessa - 	Berdyansk,Yakovlev YAK-40,CCCP-87826,9241824,29,8,0,"The aircraft landed at a high rate of speed and a go-around was initiated but then aborted. The aircraft overran the runway, crashed into trees and caught fire.",46.7737707,36.8034779
"June 19, 1992",14:05,"Meadview, Arizona",Adventure Airlines,?,"Meadview, AZ - Las Vegas, NV",Cessna 402C,N2715X,402-0215,10,10,0,Crashed after engine failure on takeoff. Pilot error. Failure of the pilot to follow emergency procedures after an engine failure during takeoff.,36.002155,-114.0684841
